ElapsedTime,Action,X,Y
0.107,Moved,2782,439
0.111,Moved,2781,439
0.113,Moved,2780,439
0.115,Moved,2779,439
0.116,Moved,2778,439
0.117,Moved,2777,439
0.118,Moved,2776,439
0.119,Moved,2775,439
0.12,Moved,2774,439
0.121,Moved,2773,439
0.122,Moved,2772,439
0.123,Moved,2771,440
0.124,Moved,2770,440
0.125,Moved,2769,440
0.126,Moved,2768,440
0.127,Moved,2766,440
0.128,Moved,2764,440
0.129,Moved,2762,441
0.13,Moved,2760,441
0.131,Moved,2758,441
0.132,Moved,2756,441
0.133,Moved,2754,442
0.134,Moved,2751,442
0.135,Moved,2748,443
0.136,Moved,2745,443
0.137,Moved,2742,444
0.138,Moved,2739,444
0.152,Moved,2736,445
0.153,Moved,2673,458
0.154,Moved,2667,459
0.155,Moved,2661,460
0.156,Moved,2657,461
0.157,Moved,2650,463
0.158,Moved,2644,464
0.159,Moved,2638,466
0.16,Moved,2631,468
0.161,Moved,2624,469
0.162,Moved,2617,471
0.163,Moved,2609,473
0.164,Moved,2604,474
0.165,Moved,2597,476
0.166,Moved,2589,478
0.167,Moved,2582,480
0.168,Moved,2575,482
0.169,Moved,2567,483
0.17,Moved,2560,485
0.171,Moved,2553,487
0.172,Moved,2547,489
0.173,Moved,2539,491
0.174,Moved,2532,493
0.175,Moved,2524,495
0.176,Moved,2516,497
0.177,Moved,2508,499
0.178,Moved,2500,501
0.179,Moved,2494,502
0.18,Moved,2486,504
0.181,Moved,2478,506
0.182,Moved,2469,508
0.183,Moved,2461,511
0.184,Moved,2452,513
0.185,Moved,2444,515
0.186,Moved,2435,517
0.187,Moved,2428,519
0.188,Moved,2419,521
0.189,Moved,2410,524
0.19,Moved,2401,526
0.191,Moved,2392,528
0.192,Moved,2382,531
0.193,Moved,2372,533
0.194,Moved,2363,535
0.195,Moved,2355,537
0.196,Moved,2345,539
0.197,Moved,2335,542
0.198,Moved,2325,544
0.199,Moved,2315,547
0.2,Moved,2304,549
0.201,Moved,2294,551
0.202,Moved,2283,554
0.203,Moved,2276,555
0.204,Moved,2265,558
0.205,Moved,2254,560
0.206,Moved,2243,562
0.207,Moved,2233,564
0.208,Moved,2222,567
0.209,Moved,2211,569
0.21,Moved,2201,571
0.211,Moved,2193,573
0.212,Moved,2182,575
0.213,Moved,2171,577
0.214,Moved,2160,579
0.215,Moved,2149,581
0.216,Moved,2138,583
0.217,Moved,2128,585
0.218,Moved,2117,587
0.219,Moved,2109,589
0.22,Moved,2098,591
0.221,Moved,2088,593
0.222,Moved,2077,595
0.223,Moved,2067,598
0.224,Moved,2057,600
0.225,Moved,2046,602
0.226,Moved,2036,604
0.227,Moved,2029,605
0.228,Moved,2019,607
0.229,Moved,2009,609
0.23,Moved,2000,611
0.231,Moved,1990,613
0.232,Moved,1981,615
0.233,Moved,1972,617
0.234,Moved,1964,619
0.235,Moved,1957,620
0.236,Moved,1949,622
0.237,Moved,1940,624
0.238,Moved,1932,626
0.239,Moved,1925,627
0.24,Moved,1917,629
0.241,Moved,1910,630
0.242,Moved,1903,631
0.243,Moved,1898,632
0.244,Moved,1891,634
0.245,Moved,1885,635
0.246,Moved,1879,635
0.247,Moved,1873,636
0.248,Moved,1867,637
0.249,Moved,1862,637
0.25,Moved,1857,638
0.251,Moved,1853,638
0.252,Moved,1849,638
0.253,Moved,1844,638
0.254,Moved,1840,638
0.255,Moved,1836,638
0.256,Moved,1833,638
0.257,Moved,1829,637
0.258,Moved,1826,637
0.259,Moved,1824,636
0.26,Moved,1822,635
0.261,Moved,1819,634
0.262,Moved,1817,633
0.263,Moved,1815,632
0.264,Moved,1814,631
0.265,Moved,1812,630
0.266,Moved,1811,629
0.267,Moved,1810,627
0.268,Moved,1809,626
0.269,Moved,1808,625
0.27,Moved,1808,623
0.271,Moved,1807,622
0.272,Moved,1807,620
0.273,Moved,1807,619
0.274,Moved,1807,618
0.275,Moved,1807,617
0.276,Moved,1807,616
0.277,Moved,1807,613
0.278,Moved,1807,612
0.279,Moved,1808,611
0.28,Moved,1808,609
0.281,Moved,1809,608
0.282,Moved,1809,607
0.283,Moved,1810,606
0.284,Moved,1810,604
0.285,Moved,1814,603
0.286,Moved,1818,603
0.287,Moved,1819,603
0.288,Moved,1821,601
0.292,Moved,1822,599
0.293,Moved,1824,597
0.294,Moved,1826,596
0.295,Moved,1827,595
0.298,Moved,1828,594
0.41,Moved,1832,594
0.413,Moved,1831,594
0.414,Moved,1833,594
0.416,Moved,1835,595
0.417,Moved,1836,595
0.418,Moved,1836,596
0.419,Moved,1837,596
0.42,Moved,1838,596
0.421,Moved,1838,597
0.422,Moved,1839,597
0.423,Moved,1839,598
0.425,Moved,1840,598
0.428,Moved,1840,599
0.43,Moved,1839,600
0.433,Moved,1838,600
0.434,Moved,1837,600
0.436,Moved,1836,600
0.437,Moved,1835,600
0.438,Moved,1834,600
0.439,Moved,1833,600
0.44,Moved,1832,600
0.441,Moved,1831,600
0.442,Moved,1830,600
0.443,Moved,1828,600
0.444,Moved,1827,600
0.445,Moved,1825,600
0.446,Moved,1824,600
0.447,Moved,1822,600
0.448,Moved,1821,600
0.449,Moved,1819,600
0.45,Moved,1817,600
0.451,Moved,1815,600
0.452,Moved,1813,600
0.453,Moved,1811,600
0.454,Moved,1809,600
0.455,Moved,1806,600
0.456,Moved,1805,600
0.457,Moved,1803,600
0.458,Moved,1800,600
0.459,Moved,1797,600
0.46,Moved,1794,599
0.461,Moved,1791,599
0.462,Moved,1789,599
0.463,Moved,1786,599
0.464,Moved,1783,599
0.465,Moved,1780,599
0.466,Moved,1777,599
0.467,Moved,1773,599
0.468,Moved,1770,599
0.469,Moved,1766,599
0.47,Moved,1762,600
0.471,Moved,1759,600
0.472,Moved,1756,600
0.473,Moved,1752,601
0.474,Moved,1748,601
0.475,Moved,1745,601
0.476,Moved,1741,601
0.477,Moved,1737,602
0.478,Moved,1733,602
0.479,Moved,1729,602
0.48,Moved,1727,602
0.481,Moved,1723,602
0.482,Moved,1719,602
0.483,Moved,1715,601
0.484,Moved,1711,601
0.485,Moved,1707,601
0.486,Moved,1704,601
0.487,Moved,1700,601
0.488,Moved,1697,601
0.489,Moved,1693,601
0.49,Moved,1689,601
0.491,Moved,1685,601
0.492,Moved,1682,601
0.493,Moved,1678,602
0.494,Moved,1674,602
0.495,Moved,1670,602
0.496,Moved,1667,603
0.497,Moved,1664,603
0.498,Moved,1660,603
0.499,Moved,1656,604
0.5,Moved,1652,604
0.501,Moved,1649,605
0.502,Moved,1645,605
0.503,Moved,1641,606
0.504,Moved,1638,606
0.505,Moved,1635,606
0.506,Moved,1631,607
0.507,Moved,1627,607
0.508,Moved,1624,608
0.509,Moved,1620,609
0.51,Moved,1616,609
0.511,Moved,1613,610
0.512,Moved,1610,610
0.513,Moved,1607,611
0.514,Moved,1603,611
0.515,Moved,1599,612
0.516,Moved,1596,612
0.517,Moved,1592,613
0.518,Moved,1589,614
0.519,Moved,1585,614
0.52,Moved,1582,615
0.521,Moved,1579,616
0.522,Moved,1575,616
0.523,Moved,1572,617
0.524,Moved,1568,617
0.525,Moved,1565,618
0.526,Moved,1561,619
0.527,Moved,1559,619
0.528,Moved,1555,620
0.529,Moved,1552,620
0.53,Moved,1548,621
0.531,Moved,1545,622
0.532,Moved,1541,622
0.533,Moved,1538,623
0.534,Moved,1535,624
0.535,Moved,1532,624
0.536,Moved,1529,625
0.537,Moved,1526,625
0.538,Moved,1522,626
0.539,Moved,1519,627
0.54,Moved,1516,627
0.541,Moved,1513,628
0.542,Moved,1510,629
0.543,Moved,1507,629
0.544,Moved,1504,630
